GHO|Indicator|PUBLISHSTATE|PUBLISH STATES|YEAR|Year|REGION|WHO region|ISO|Country|Value
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|CPV|Cabo Verde|0.023
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|IND|India|0.051
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|EUR|Europe|IRL|Ireland|0.559
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|JPN|Japan|0.745
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|MDV|Maldives|0.043
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|NPL|Nepal|0.014
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|SDN|Sudan|0.032
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|SYC|Seychelles|1.175
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.84
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|THA|Thailand|0.065
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|BRB|Barbados|0.348
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|DZA|Algeria|0.275
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|GMB|Gambia|0.007
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|SEAR|South-East Asia|LKA|Sri Lanka|0.046
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|SEAR|South-East Asia|MMR|Myanmar|0.035
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|NGA|Nigeria|0.016
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|SLB|Solomon Islands|0.109
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|EUR|Europe|TUR|Turkey|0.248
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|GRD|Grenada|0.183
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|AFR|Africa|NGA|Nigeria|0.017
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|EMR|Eastern Mediterranean|TUN|Tunisia|0.182
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|BHR|Bahrain|0.152
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AMR|Americas|BOL|Bolivia (Plurinational State of)|0.063
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AMR|Americas|COL|Colombia|0.859
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|EUR|Europe|SWE|Sweden|0.829
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.74
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|ZWE|Zimbabwe|0.015
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|BEN|Benin|0.004
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|BHR|Bahrain|0.357
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|COL|Colombia|0.878
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|DOM|Dominican Republic|0.13
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|FSM|Micronesia (Federated States of)|0.354
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|GMB|Gambia|0.029
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|JOR|Jordan|0.836
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|KHM|Cambodia|0.017
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|MMR|Myanmar|0.049
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|NIU|Niue|4
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|NRU|Nauru|0.071
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|PAK|Pakistan|0.054
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|SLV|El Salvador|0.646
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|TGO|Togo|0.003
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|CYP|Cyprus|0.868
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|SEAR|South-East Asia|IDN|Indonesia|0.054
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|SEAR|South-East Asia|IND|India|0.09
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|LBY|Libya|0.6
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|MAR|Morocco|0.08
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|SEAR|South-East Asia|MDV|Maldives|0.124
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|NOR|Norway|0.89
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|SAU|Saudi Arabia|0.094
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|SGP|Singapore|0.322
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|SRB|Serbia|0.231
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|YEM|Yemen|0.1
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|AFG|Afghanistan|0.003
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AMR|Americas|BOL|Bolivia (Plurinational State of)|0.097
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|JPN|Japan|0.791
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|MLI|Mali|0.007
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|EUR|Europe|POL|Poland|0.321
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|SLE|Sierra Leone|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|YEM|Yemen|0.037
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|AUS|Australia|0.538
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|CZE|Czech Republic|0.705
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|HRV|Croatia|0.719
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|ISL|Iceland|0.919
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|SVN|Slovenia|0.629
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|TJK|Tajikistan|0.178
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|FRA|France|0.658
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|MDA|Republic of Moldova|0.475
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|UKR|Ukraine|0.683
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2013|2013|AMR|Americas|CRI|Costa Rica|0.123
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1990|1990|EMR|Eastern Mediterranean|OMN|Oman|0.046
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1991|1991|EUR|Europe|FRA|France|0.669
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1991|1991|SEAR|South-East Asia|IND|India|0.022
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1992|1992|AMR|Americas|CUB|Cuba|0.747
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1992|1992|EMR|Eastern Mediterranean|PAK|Pakistan|0.02
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1992|1992|EMR|Eastern Mediterranean|TUN|Tunisia|0.114
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1993|1993|EMR|Eastern Mediterranean|PAK|Pakistan|0.02
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1993|1993|EUR|Europe|TUR|Turkey|0.182
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1995|1995|EMR|Eastern Mediterranean|TUN|Tunisia|0.116
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1995|1995|EUR|Europe|TUR|Turkey|0.186
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1995|1995|AFR|Africa|ZWE|Zimbabwe|0.016
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1996|1996|WPR|Western Pacific|KHM|Cambodia|0.016
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1996|1996|AMR|Americas|KNA|Saint Kitts and Nevis|0.25
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1996|1996|EUR|Europe|LTU|Lithuania|0.483
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|OMN|Oman|0.035
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|TUR|Turkey|0.195
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|YEM|Yemen|0.016
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|COL|Colombia|0.676
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|ECU|Ecuador|0.157
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1998|1998|EMR|Eastern Mediterranean|OMN|Oman|0.038
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1998|1998|EUR|Europe|TUR|Turkey|0.203
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1999|1999|EMR|Eastern Mediterranean|JOR|Jordan|0.554
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|LTU|Lithuania|0.657
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1999|1999|AMR|Americas|SLV|El Salvador|0.485
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|1999|1999|SEAR|South-East Asia|THA|Thailand|0.067
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|GRD|Grenada|0.173
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|JPN|Japan|0.715
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|KHM|Cambodia|0.016
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|VCT|Saint Vincent and the Grenadines|0.042
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|COK|Cook Islands|0.556
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|CUB|Cuba|0.879
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|PAK|Pakistan|0.032
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|PAN|Panama|0.254
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|QAT|Qatar|0.372
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|TON|Tonga|0.324
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|CAN|Canada|1.1
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|GRD|Grenada|0.16
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|EMR|Eastern Mediterranean|JOR|Jordan|0.447
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|MYS|Malaysia|0.09
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|PAN|Panama|0.293
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2002|2002|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.841
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|CAN|Canada|0.587
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|ESP|Spain|0.487
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|AFR|Africa|ETH|Ethiopia|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|SEAR|South-East Asia|IDN|Indonesia|0.032
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|TUR|Turkey|0.249
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|CMR|Cameroon|0.009
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|COM|Comoros|0.037
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AMR|Americas|CUB|Cuba|0.923
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GNB|Guinea-Bissau|0.014
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GNQ|Equatorial Guinea|0.03
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|LBN|Lebanon|0.879
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|MDG|Madagascar|0.023
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|NER|Niger|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|NRU|Nauru|0.077
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|RWA|Rwanda|0.002
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|SGP|Singapore|0.284
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|TCD|Chad|0.002
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|YEM|Yemen|0.041
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|ZAF|South Africa|0.133
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|CIV|Côte d'Ivoire|0.011
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|EMR|Eastern Mediterranean|EGY|Egypt|0.34
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|WPR|Western Pacific|FSM|Micronesia (Federated States of)|0.118
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|SLV|El Salvador|0.618
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|COL|Colombia|0.839
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|SEAR|South-East Asia|LKA|Sri Lanka|0.056
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|SEAR|South-East Asia|MMR|Myanmar|0.037
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|SEAR|South-East Asia|THA|Thailand|0.193
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|TTO|Trinidad and Tobago|0.217
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|SEAR|South-East Asia|BGD|Bangladesh|0.019
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AMR|Americas|BRA|Brazil|1.149
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|EUR|Europe|CYP|Cyprus|0.847
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AMR|Americas|GTM|Guatemala|0.18
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|SEAR|South-East Asia|IND|India|0.064
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|JOR|Jordan|0.82
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|NAM|Namibia|0.043
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|NGA|Nigeria|0.03
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|WPR|Western Pacific|SGP|Singapore|0.305
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|TGO|Togo|0.003
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|CAN|Canada|1.262
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|CIV|Côte d'Ivoire|0.014
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|EUR|Europe|FRA|France|0.677
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|GHA|Ghana|0.006
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|JPN|Japan|0.774
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|KEN|Kenya|0.026
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|MHL|Marshall Islands|0.162
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|OMN|Oman|0.204
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|RWA|Rwanda|0.013
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|THA|Thailand|0.2
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|AMR|Americas|URY|Uruguay|0.701
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|WSM|Samoa|0.335
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|BRA|Brazil|1.18
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|CHL|Chile|0.001
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|CMR|Cameroon|0.002
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|DNK|Denmark|0.809
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|AMR|Americas|GUY|Guyana|0.061
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|ISL|Iceland|1.01
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|MRT|Mauritania|0.027
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|NRU|Nauru|0.214
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|CPV|Cabo Verde|0.007
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|IRQ|Iraq|0.148
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|EUR|Europe|ISL|Iceland|1.02
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AMR|Americas|MEX|Mexico|0.117
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|MMR|Myanmar|0.054
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|ZMB|Zambia|0.019
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EMR|Eastern Mediterranean|AFG|Afghanistan|0.003
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|BRN|Brunei Darussalam|0.234
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|CYP|Cyprus|0.701
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|IND|India|0.095
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|LVA|Latvia|0.649
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|ROU|Romania|0.622
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|TLS|Timor-Leste|0.04
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|SEAR|South-East Asia|IDN|Indonesia|0.099
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|WPR|Western Pacific|LAO|Lao People's Democratic Republic|0.035
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2013|2013|AFR|Africa|ZAF|South Africa|0.2
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|DEU|Germany|0.797
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|ISR|Israel|0.776
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|AFR|Africa|KEN|Kenya|0.022
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|KOR|Republic of Korea|0.442
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|LTU|Lithuania|0.752
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EMR|Eastern Mediterranean|OMN|Oman|0.255
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|ARM|Armenia|0.415
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|KGZ|Kyrgyzstan|0.179
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|MMR|Myanmar|0.064
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|MNE|Montenegro|0.044
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|AZE|Azerbaijan|0.261
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|GBR|United Kingdom of Great Britain and Northern Ireland|0.536
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|LUX|Luxembourg|0.843
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|MCO|Monaco|1.044
HRH_28|Dentistry personnel density density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|UZB|Uzbekistan|0.183
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|AUS|Australia|0.197
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|BDI|Burundi|0.093
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2005|2005|SEAR|South-East Asia|BGD|Bangladesh|0.148
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2007|2007|SEAR|South-East Asia|BGD|Bangladesh|0.331
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|CAF|Central African Republic|0.401
HRH_29|Community and traditional health workers density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|CAF|Central African Republic|0.415
