GHO|Indicator|PUBLISHSTATE|PUBLISH STATES|YEAR|Year|REGION|WHO region|ISO|Country|Value
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|WPR|Western Pacific|JPN|Japan|1.219
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|EUR|Europe|FRA|France|0.894
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|EUR|Europe|HRV|Croatia|0.359
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|EUR|Europe|FRA|France|0.9
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|EUR|Europe|HRV|Croatia|0.369
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|WPR|Western Pacific|JPN|Japan|1.303
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|SEAR|South-East Asia|MDV|Maldives|0.585
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|EUR|Europe|FRA|France|0.917
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|EUR|Europe|HRV|Croatia|0.353
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|SEAR|South-East Asia|THA|Thailand|0.101
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|EUR|Europe|HRV|Croatia|0.36
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|SOM|Somalia|0.001
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|SEAR|South-East Asia|THA|Thailand|0.101
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AFR|Africa|GAB|Gabon|0.028
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|EUR|Europe|SWE|Sweden|0.674
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|WPR|Western Pacific|FJI|Fiji|0.073
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|FRA|France|0.952
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|WPR|Western Pacific|SLB|Solomon Islands|0.066
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|EMR|Eastern Mediterranean|OMN|Oman|0.235
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|SEAR|South-East Asia|MDV|Maldives|0.486
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|SEAR|South-East Asia|THA|Thailand|0.079
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|SEAR|South-East Asia|IDN|Indonesia|0.024
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|AFR|Africa|GAB|Gabon|0.025
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|SEAR|South-East Asia|LKA|Sri Lanka|0.033
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|EMR|Eastern Mediterranean|TUN|Tunisia|0.161
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|EUR|Europe|ISR|Israel|0.816
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|AMR|Americas|ECU|Ecuador|0.028
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|EUR|Europe|FRA|France|0.945
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|EUR|Europe|TUR|Turkey|0.307
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|AFR|Africa|AGO|Angola|0.002
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|FRA|France|0.941
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|OMN|Oman|0.189
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|EMR|Eastern Mediterranean|OMN|Oman|0.199
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|AMR|Americas|ECU|Ecuador|0.035
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|WPR|Western Pacific|SGP|Singapore|0.266
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.507
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|DOM|Dominican Republic|0.399
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|HND|Honduras|0.143
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|EMR|Eastern Mediterranean|OMN|Oman|0.264
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|EUR|Europe|TUR|Turkey|0.321
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|USA|United States of America|0.876
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|AFG|Afghanistan|0.024
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|BRB|Barbados|0.69
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|COK|Cook Islands|0.111
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|LBN|Lebanon|0.95
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|TON|Tonga|0.167
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|CRI|Costa Rica|0.535
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|ECU|Ecuador|0.039
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|WPR|Western Pacific|MYS|Malaysia|0.101
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|PAN|Panama|0.856
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|CAN|Canada|0.832
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|CHN|China|0.278
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EMR|Eastern Mediterranean|ARE|United Arab Emirates|0.409
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|SEAR|South-East Asia|BGD|Bangladesh|0.053
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|BRN|Brunei Darussalam|0.086
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EUR|Europe|FRA|France|1.037
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|PRY|Paraguay|0.325
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|CZE|Czech Republic|0.548
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|ECU|Ecuador|0.038
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AMR|Americas|GRD|Grenada|0.275
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|NLD|Netherlands|0.194
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|TJK|Tajikistan|0.109
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|BGD|Bangladesh|0.063
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|CIV|Côte d'Ivoire|0.06
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|CMR|Cameroon|0.043
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|IRN|Iran (Islamic Republic of)|0.203
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|KOR|Republic of Korea|1.116
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|MRT|Mauritania|0.027
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|NIU|Niue|0.5
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|NPL|Nepal|0.014
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|WPR|Western Pacific|SGP|Singapore|0.298
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|SWZ|Swaziland|0.065
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|SEAR|South-East Asia|TLS|Timor-Leste|0.017
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|TUN|Tunisia|0.293
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|BRA|Brazil|0.535
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AMR|Americas|BRB|Barbados|0.93
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|EMR|Eastern Mediterranean|LBN|Lebanon|1.148
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|EMR|Eastern Mediterranean|OMN|Oman|0.355
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|EUR|Europe|TUR|Turkey|0.311
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2005|2005|AFR|Africa|UGA|Uganda|0.026
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|BRA|Brazil|0.551
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|CAN|Canada|0.831
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|CHL|Chile|0.002
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AFR|Africa|COG|Congo|0.027
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|GRD|Grenada|0.202
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AFR|Africa|MOZ|Mozambique|0.041
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AFR|Africa|NGA|Nigeria|0.093
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|EMR|Eastern Mediterranean|OMN|Oman|0.702
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|SEAR|South-East Asia|THA|Thailand|0.123
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2006|2006|AMR|Americas|TTO|Trinidad and Tobago|0.432
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|ARE|United Arab Emirates|0.59
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|BHR|Bahrain|0.24
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AMR|Americas|BOL|Bolivia (Plurinational State of)|0.035
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|COG|Congo|0.015
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|DZA|Algeria|0.243
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|NAM|Namibia|0.181
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.65
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|AFR|Africa|TGO|Togo|0.002
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2007|2007|SEAR|South-East Asia|THA|Thailand|0.122
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|BEN|Benin|0.002
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|BTN|Bhutan|0.039
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|GHA|Ghana|0.071
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EUR|Europe|ISL|Iceland|1.924
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|WPR|Western Pacific|KHM|Cambodia|0.038
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|NER|Niger|0.001
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|EMR|Eastern Mediterranean|SDN|Sudan|0.01
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|THA|Thailand|0.13
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|SEAR|South-East Asia|TLS|Timor-Leste|0.044
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2008|2008|AFR|Africa|ZWE|Zimbabwe|0.025
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|AUS|Australia|1.038
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|FJI|Fiji|0.087
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|WPR|Western Pacific|KOR|Republic of Korea|1.233
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|KWT|Kuwait|0.298
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|LBN|Lebanon|1.22
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|AFR|Africa|RWA|Rwanda|0.005
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EMR|Eastern Mediterranean|SAU|Saudi Arabia|0.061
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2009|2009|EUR|Europe|TUR|Turkey|0.327
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|BFA|Burkina Faso|0.022
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|WPR|Western Pacific|BRN|Brunei Darussalam|0.104
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|IRQ|Iraq|0.174
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|LBN|Lebanon|1.46
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|AFR|Africa|RWA|Rwanda|0.006
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|SEAR|South-East Asia|THA|Thailand|0.13
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2010|2010|EMR|Eastern Mediterranean|YEM|Yemen|0.094
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|AUS|Australia|1.09
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|CYP|Cyprus|0.17
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|IND|India|0.529
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|IRL|Ireland|1.172
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EMR|Eastern Mediterranean|IRN|Iran (Islamic Republic of)|0.535
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EMR|Eastern Mediterranean|LBN|Lebanon|1.57
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|MYS|Malaysia|0.43
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|AFR|Africa|NGA|Nigeria|0.105
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|NOR|Norway|0.256
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|WPR|Western Pacific|SGP|Singapore|0.388
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|SVN|Slovenia|0.556
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|SEAR|South-East Asia|TLS|Timor-Leste|0.114
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2011|2011|EUR|Europe|TUR|Turkey|0.354
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|AUT|Austria|0.691
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|WPR|Western Pacific|LAO|Lao People's Democratic Republic|0.115
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|EUR|Europe|LTU|Lithuania|0.741
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2012|2012|AFR|Africa|ZAF|South Africa|0.413
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2013|2013|AMR|Americas|CRI|Costa Rica|0.183
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|AMR|Americas|ECU|Ecuador|0.022
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|EUR|Europe|TUR|Turkey|0.274
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|AMR|Americas|ECU|Ecuador|0.024
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|EUR|Europe|TUR|Turkey|0.291
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|AMR|Americas|ECU|Ecuador|0.024
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|EMR|Eastern Mediterranean|TUN|Tunisia|0.167
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|EUR|Europe|TUR|Turkey|0.303
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|WPR|Western Pacific|JPN|Japan|1.544
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|SEAR|South-East Asia|MDV|Maldives|0.787
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|AFR|Africa|GAB|Gabon|0.027
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|HRV|Croatia|0.365
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|TUR|Turkey|0.315
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|GRD|Grenada|0.841
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|EMR|Eastern Mediterranean|JOR|Jordan|0.759
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|WPR|Western Pacific|JPN|Japan|1.628
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|WPR|Western Pacific|KHM|Cambodia|0.049
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|SEAR|South-East Asia|THA|Thailand|0.099
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1990|1990|AFR|Africa|ZWE|Zimbabwe|0.048
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|AMR|Americas|ECU|Ecuador|0.024
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1991|1991|EMR|Eastern Mediterranean|TUN|Tunisia|0.156
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1992|1992|EMR|Eastern Mediterranean|TUN|Tunisia|0.156
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1993|1993|EUR|Europe|FRA|France|0.914
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1994|1994|EUR|Europe|TUR|Turkey|0.296
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1995|1995|AFR|Africa|ZWE|Zimbabwe|0.06
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1996|1996|EMR|Eastern Mediterranean|TUN|Tunisia|0.169
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EUR|Europe|GBR|United Kingdom of Great Britain and Northern Ireland|0.512
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|LBY|Libya|0.248
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1997|1997|EMR|Eastern Mediterranean|YEM|Yemen|0.074
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1998|1998|AMR|Americas|ARG|Argentina|0.423
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|AMR|Americas|GRD|Grenada|0.272
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|HRV|Croatia|0.338
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|SEAR|South-East Asia|THA|Thailand|0.101
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EMR|Eastern Mediterranean|TUN|Tunisia|0.18
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|1999|1999|EUR|Europe|TUR|Turkey|0.328
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|BRA|Brazil|0.299
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|AMR|Americas|MEX|Mexico|0.032
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2000|2000|SEAR|South-East Asia|THA|Thailand|0.254
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|ARE|United Arab Emirates|0.377
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|DMA|Dominica|0.231
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EUR|Europe|FRA|France|1.013
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|AMR|Americas|GRD|Grenada|0.272
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|WPR|Western Pacific|NZL|New Zealand|0.916
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2001|2001|EMR|Eastern Mediterranean|SYR|Syrian Arab Republic|0.522
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|ECU|Ecuador|0.039
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EUR|Europe|FIN|Finland|1.122
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|AMR|Americas|GRD|Grenada|0.272
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|WPR|Western Pacific|PHL|Philippines|0.59
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EMR|Eastern Mediterranean|TUN|Tunisia|0.211
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2002|2002|EUR|Europe|TUR|Turkey|0.317
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AFR|Africa|GMB|Gambia|0.034
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EUR|Europe|HUN|Hungary|0.519
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|EMR|Eastern Mediterranean|JOR|Jordan|1.157
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|AFR|Africa|LSO|Lesotho|0.034
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2003|2003|WPR|Western Pacific|TUV|Tuvalu|0.182
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|BHR|Bahrain|0.622
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|COD|Democratic Republic of the Congo|0.022
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EMR|Eastern Mediterranean|EGY|Egypt|0.097
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|ERI|Eritrea|0.025
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GAB|Gabon|0.047
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|GNQ|Equatorial Guinea|0.239
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|EUR|Europe|IRL|Ireland|0.975
HRH_25|Pharmaceutical personnel density (per 1000 population)|PUBLISHED|Published|2004|2004|AFR|Africa|SLE|Sierra Leone|0.066
