"State Code"|"State Name"|"District Code"|"District Name"|"TRU"|"Water-in-premises"|"Water.out.premises"|"Unimproved.sanitation"|"Unsafe.drainage"
"09"|"UTTAR PRADESH"|"187"|"Mahrajganj"|"Total"|47.2|52.8|82.5|92.8
"09"|"UTTAR PRADESH"|"187"|"Mahrajganj"|"Rural"|45.5|54.5|84.8|93.4
"09"|"UTTAR PRADESH"|"187"|"Mahrajganj"|"Urban"|78.1|21.9|42.4|82.5
"09"|"UTTAR PRADESH"|"188"|"Gorakhpur"|"Total"|56.2|43.8|70.3|86.3
"09"|"UTTAR PRADESH"|"188"|"Gorakhpur"|"Rural"|48.8|51.2|82.5|89.9
"09"|"UTTAR PRADESH"|"188"|"Gorakhpur"|"Urban"|86.3|13.7|20.7|71.4
"09"|"UTTAR PRADESH"|"189"|"Kushinagar"|"Total"|54.3|45.7|83.9|94.6
"09"|"UTTAR PRADESH"|"189"|"Kushinagar"|"Rural"|52.9|47.1|86.2|95.3
"09"|"UTTAR PRADESH"|"189"|"Kushinagar"|"Urban"|83.3|16.7|38.1|81.4
"09"|"UTTAR PRADESH"|"190"|"Deoria"|"Total"|58.1|41.9|79.7|88.1
"09"|"UTTAR PRADESH"|"190"|"Deoria"|"Rural"|55.4|44.6|84.1|89.7
"09"|"UTTAR PRADESH"|"190"|"Deoria"|"Urban"|83.7|16.3|38.8|72.8
"09"|"UTTAR PRADESH"|"191"|"Azamgarh"|"Total"|47.9|52.1|80.6|78.4
"09"|"UTTAR PRADESH"|"191"|"Azamgarh"|"Rural"|45.3|54.7|84.3|81.6
"09"|"UTTAR PRADESH"|"191"|"Azamgarh"|"Urban"|78.1|21.9|37|40.9
"09"|"UTTAR PRADESH"|"192"|"Mau"|"Total"|58.3|41.7|73.7|73.2
"09"|"UTTAR PRADESH"|"192"|"Mau"|"Rural"|51.9|48.1|83.4|79.8
"09"|"UTTAR PRADESH"|"192"|"Mau"|"Urban"|82|18|37.6|49
"09"|"UTTAR PRADESH"|"193"|"Ballia"|"Total"|63.4|36.6|75.4|80.8
"09"|"UTTAR PRADESH"|"193"|"Ballia"|"Rural"|61.7|38.3|78.9|82.8
"09"|"UTTAR PRADESH"|"193"|"Ballia"|"Urban"|80|20|40.9|62.2
"09"|"UTTAR PRADESH"|"194"|"Jaunpur"|"Total"|35.7|64.3|81.6|89.6
"09"|"UTTAR PRADESH"|"194"|"Jaunpur"|"Rural"|33|67|85.9|91.9
"09"|"UTTAR PRADESH"|"194"|"Jaunpur"|"Urban"|69|31|30.4|62.2
"09"|"UTTAR PRADESH"|"195"|"Ghazipur"|"Total"|40.8|59.2|79|88.5
"09"|"UTTAR PRADESH"|"195"|"Ghazipur"|"Rural"|38.2|61.8|82.5|90.5
"09"|"UTTAR PRADESH"|"195"|"Ghazipur"|"Urban"|72.9|27.1|36|64
"09"|"UTTAR PRADESH"|"196"|"Chandauli"|"Total"|35|65|75.8|81.6
"09"|"UTTAR PRADESH"|"196"|"Chandauli"|"Rural"|29.4|70.6|82.2|82
"09"|"UTTAR PRADESH"|"196"|"Chandauli"|"Urban"|72.3|27.7|32.8|78.7
"09"|"UTTAR PRADESH"|"197"|"Varanasi"|"Total"|51.4|48.6|46.9|58.5
"09"|"UTTAR PRADESH"|"197"|"Varanasi"|"Rural"|28.3|71.7|74.1|86.5
"09"|"UTTAR PRADESH"|"197"|"Varanasi"|"Urban"|80.3|19.7|12.6|23.3
"09"|"UTTAR PRADESH"|"198"|"Sant Ravidas Nagar (Bhadohi)"|"Total"|27.6|72.4|82.2|88.6
"09"|"UTTAR PRADESH"|"198"|"Sant Ravidas Nagar (Bhadohi)"|"Rural"|24|76|88.3|93.8
"09"|"UTTAR PRADESH"|"198"|"Sant Ravidas Nagar (Bhadohi)"|"Urban"|49|51|46.5|57
"09"|"UTTAR PRADESH"|"199"|"Mirzapur"|"Total"|25.1|74.9|75.3|81.4
"09"|"UTTAR PRADESH"|"199"|"Mirzapur"|"Rural"|19.8|80.2|82.2|86.7
"09"|"UTTAR PRADESH"|"199"|"Mirzapur"|"Urban"|57|43|34|49.1
"09"|"UTTAR PRADESH"|"200"|"Sonbhadra"|"Total"|22|78|77.6|90.5
"09"|"UTTAR PRADESH"|"200"|"Sonbhadra"|"Rural"|12.2|87.8|88.2|97.5
"09"|"UTTAR PRADESH"|"200"|"Sonbhadra"|"Urban"|65.9|34.1|30|59.2
"09"|"UTTAR PRADESH"|"201"|"Etah"|"Total"|41.4|58.6|81.5|94.6
"09"|"UTTAR PRADESH"|"201"|"Etah"|"Rural"|35.9|64.1|91.8|97.1
"09"|"UTTAR PRADESH"|"201"|"Etah"|"Urban"|71.2|28.8|24.8|81
"09"|"UTTAR PRADESH"|"202"|"Kanshiram Nagar"|"Total"|67.2|32.8|79.6|94.3
"09"|"UTTAR PRADESH"|"202"|"Kanshiram Nagar"|"Rural"|63.5|36.5|91|96.5
"09"|"UTTAR PRADESH"|"202"|"Kanshiram Nagar"|"Urban"|82.6|17.4|32.7|85.1
"10"|"BIHAR"|"203"|"Pashchim Champaran"|"Total"|52.1|47.9|84.9|97.5
"10"|"BIHAR"|"203"|"Pashchim Champaran"|"Rural"|49.2|50.8|89.2|98.6
"10"|"BIHAR"|"203"|"Pashchim Champaran"|"Urban"|77.3|22.7|47.8|88.2
"10"|"BIHAR"|"204"|"Purba Champaran"|"Total"|47.8|52.2|82.3|96.2
"10"|"BIHAR"|"204"|"Purba Champaran"|"Rural"|46.1|53.9|85.1|97.2
"10"|"BIHAR"|"204"|"Purba Champaran"|"Urban"|69.4|30.6|47.1|83.9
"10"|"BIHAR"|"205"|"Sheohar"|"Total"|38.9|61.1|80.8|97.1
"10"|"BIHAR"|"205"|"Sheohar"|"Rural"|38.3|61.7|81.6|97.7
"10"|"BIHAR"|"205"|"Sheohar"|"Urban"|54.2|45.8|63.6|84.8
"10"|"BIHAR"|"206"|"Sitamarhi"|"Total"|34.3|65.7|80.2|96.3
"10"|"BIHAR"|"206"|"Sitamarhi"|"Rural"|32.5|67.5|82.3|97.1
"10"|"BIHAR"|"206"|"Sitamarhi"|"Urban"|69.9|30.1|41.1|79.7
"10"|"BIHAR"|"207"|"Madhubani"|"Total"|38.4|61.6|82.5|97.7
"10"|"BIHAR"|"207"|"Madhubani"|"Rural"|37.7|62.3|83.9|98.1
"10"|"BIHAR"|"207"|"Madhubani"|"Urban"|58.9|41.1|45.7|87.5
"10"|"BIHAR"|"208"|"Supaul"|"Total"|62.1|37.9|90|99
"10"|"BIHAR"|"208"|"Supaul"|"Rural"|61.6|38.4|91.6|99.3
"10"|"BIHAR"|"208"|"Supaul"|"Urban"|71.4|28.6|54.4|92.5
"10"|"BIHAR"|"209"|"Araria"|"Total"|56.5|43.5|91.7|98.8
"10"|"BIHAR"|"209"|"Araria"|"Rural"|55.2|44.8|94.1|99.5
"10"|"BIHAR"|"209"|"Araria"|"Urban"|78.7|21.3|49.8|87.7
"10"|"BIHAR"|"210"|"Kishanganj"|"Total"|42.4|57.6|90.8|98.9
"10"|"BIHAR"|"210"|"Kishanganj"|"Rural"|39.2|60.8|94.8|99.6
"10"|"BIHAR"|"210"|"Kishanganj"|"Urban"|74|26|50.5|91.8
"10"|"BIHAR"|"211"|"Purnia"|"Total"|49.1|50.9|88|98
"10"|"BIHAR"|"211"|"Purnia"|"Rural"|46.4|53.6|92.9|99.3
"10"|"BIHAR"|"211"|"Purnia"|"Urban"|73.2|26.8|44.2|86.7
"10"|"BIHAR"|"212"|"Katihar"|"Total"|50.9|49.1|84.6|98.1
"10"|"BIHAR"|"212"|"Katihar"|"Rural"|48.3|51.7|89.2|99.1
"10"|"BIHAR"|"212"|"Katihar"|"Urban"|78.5|21.5|35.4|87.8
"10"|"BIHAR"|"213"|"Madhepura"|"Total"|54.6|45.4|88|98.4
"10"|"BIHAR"|"213"|"Madhepura"|"Rural"|53.8|46.2|89.6|98.9
"10"|"BIHAR"|"213"|"Madhepura"|"Urban"|72.6|27.4|51.4|87.8
"10"|"BIHAR"|"214"|"Saharsa"|"Total"|47.5|52.5|84.8|96.9
"10"|"BIHAR"|"214"|"Saharsa"|"Rural"|45.1|54.9|88.8|98.4
"10"|"BIHAR"|"214"|"Saharsa"|"Urban"|76.2|23.8|38.2|79.3
"10"|"BIHAR"|"215"|"Darbhanga"|"Total"|42.9|57.1|76.6|95.9
"10"|"BIHAR"|"215"|"Darbhanga"|"Rural"|40.3|59.7|80.8|97.2
"10"|"BIHAR"|"215"|"Darbhanga"|"Urban"|68.9|31.1|35|82.4
"10"|"BIHAR"|"216"|"Muzaffarpur"|"Total"|47.1|52.9|74|93.7
"10"|"BIHAR"|"216"|"Muzaffarpur"|"Rural"|44.1|55.9|79.1|96.5
"10"|"BIHAR"|"216"|"Muzaffarpur"|"Urban"|76|24|24.1|67
"10"|"BIHAR"|"217"|"Gopalganj"|"Total"|60.5|39.5|80.8|93.3
"10"|"BIHAR"|"217"|"Gopalganj"|"Rural"|59.3|40.7|82.7|94.3
"10"|"BIHAR"|"217"|"Gopalganj"|"Urban"|80.2|19.8|50.3|77.4
"10"|"BIHAR"|"218"|"Siwan"|"Total"|65.9|34.1|78|90.7
"10"|"BIHAR"|"218"|"Siwan"|"Rural"|64.7|35.3|80.4|91.9
"10"|"BIHAR"|"218"|"Siwan"|"Urban"|87.2|12.8|29.9|68.1
"10"|"BIHAR"|"219"|"Saran"|"Total"|59.5|40.5|79.4|90.2
"10"|"BIHAR"|"219"|"Saran"|"Rural"|58.4|41.6|82.9|92.2
"10"|"BIHAR"|"219"|"Saran"|"Urban"|70.5|29.5|41.9|69.1
"10"|"BIHAR"|"220"|"Vaishali"|"Total"|41|59|74|95.2
"10"|"BIHAR"|"220"|"Vaishali"|"Rural"|40|60|76.2|96.2
"10"|"BIHAR"|"220"|"Vaishali"|"Urban"|56.9|43.1|39.9|79.8
"10"|"BIHAR"|"221"|"Samastipur"|"Total"|41.4|58.6|82.2|96.8
"10"|"BIHAR"|"221"|"Samastipur"|"Rural"|40.4|59.6|84|97.4
"10"|"BIHAR"|"221"|"Samastipur"|"Urban"|72.2|27.8|31.1|77.9
"10"|"BIHAR"|"222"|"Begusarai"|"Total"|52.6|47.4|70.3|91.5
"10"|"BIHAR"|"222"|"Begusarai"|"Rural"|49.1|50.9|76.1|95.2
"10"|"BIHAR"|"222"|"Begusarai"|"Urban"|68.7|31.3|44.3|74.8
"10"|"BIHAR"|"223"|"Khagaria"|"Total"|43.4|56.6|78.2|95.4
"10"|"BIHAR"|"223"|"Khagaria"|"Rural"|41.9|58.1|80.2|96.2
"10"|"BIHAR"|"223"|"Khagaria"|"Urban"|74|26|38|79.5
"10"|"BIHAR"|"224"|"Bhagalpur"|"Total"|44.4|55.6|68.4|91.9
"10"|"BIHAR"|"224"|"Bhagalpur"|"Rural"|39.1|60.9|76.6|95.7
"10"|"BIHAR"|"224"|"Bhagalpur"|"Urban"|67.9|32.1|32.1|75.5
"10"|"BIHAR"|"225"|"Banka"|"Total"|28.7|71.3|88.3|96.8
"10"|"BIHAR"|"225"|"Banka"|"Rural"|27.5|72.5|89.4|97.2
"10"|"BIHAR"|"225"|"Banka"|"Urban"|61.2|38.8|56.1|86.2
"10"|"BIHAR"|"226"|"Munger"|"Total"|47.9|52.1|63.1|90.6
"10"|"BIHAR"|"226"|"Munger"|"Rural"|38.3|61.7|75.2|94.6
"10"|"BIHAR"|"226"|"Munger"|"Urban"|74.5|25.5|29.9|80
"10"|"BIHAR"|"227"|"Lakhisarai"|"Total"|45.8|54.2|69.6|92.9
"10"|"BIHAR"|"227"|"Lakhisarai"|"Rural"|42.1|57.9|74.7|94.4
"10"|"BIHAR"|"227"|"Lakhisarai"|"Urban"|68.3|31.7|40.4|83.5
"10"|"BIHAR"|"228"|"Sheikhpura"|"Total"|37.3|62.7|73.1|90.5
"10"|"BIHAR"|"228"|"Sheikhpura"|"Rural"|33|67|77.8|93.7
"10"|"BIHAR"|"228"|"Sheikhpura"|"Urban"|58.4|41.6|49.6|74.6
"10"|"BIHAR"|"229"|"Nalanda"|"Total"|45.9|54.1|70.8|88.4
"10"|"BIHAR"|"229"|"Nalanda"|"Rural"|41.7|58.3|78.5|93.1
"10"|"BIHAR"|"229"|"Nalanda"|"Urban"|69|31|29.4|63.1
"10"|"BIHAR"|"230"|"Patna"|"Total"|63.5|36.5|48.7|72.3
"10"|"BIHAR"|"230"|"Patna"|"Rural"|48.3|51.7|74.1|92.5
"10"|"BIHAR"|"230"|"Patna"|"Urban"|83.6|16.4|15.3|45.9
"10"|"BIHAR"|"231"|"Bhojpur"|"Total"|75.2|24.8|74|91.4
"10"|"BIHAR"|"231"|"Bhojpur"|"Rural"|73.4|26.6|80.6|94.1
"10"|"BIHAR"|"231"|"Bhojpur"|"Urban"|86.6|13.4|33.1|74.2
"10"|"BIHAR"|"232"|"Buxar"|"Total"|71.8|28.2|76.2|91.9
"10"|"BIHAR"|"232"|"Buxar"|"Rural"|71.3|28.7|80.7|93.6
"10"|"BIHAR"|"232"|"Buxar"|"Urban"|76.5|23.5|34.5|75.8
"10"|"BIHAR"|"233"|"Kaimur (Bhabua)"|"Total"|55.5|44.5|84.2|89.8
"10"|"BIHAR"|"233"|"Kaimur (Bhabua)"|"Rural"|54.3|45.7|86.5|90.8
"10"|"BIHAR"|"233"|"Kaimur (Bhabua)"|"Urban"|83.1|16.9|30.4|66
"10"|"BIHAR"|"234"|"Rohtas"|"Total"|78.2|21.8|72.8|88.9
"10"|"BIHAR"|"234"|"Rohtas"|"Rural"|77|23|79.9|91.8
"10"|"BIHAR"|"234"|"Rohtas"|"Urban"|84.8|15.2|33.1|72.3
"10"|"BIHAR"|"235"|"Aurangabad"|"Total"|64|36|79.1|90.3
"10"|"BIHAR"|"235"|"Aurangabad"|"Rural"|61.9|38.1|83.7|91.9
"10"|"BIHAR"|"235"|"Aurangabad"|"Urban"|84.5|15.5|33.6|74.1
"10"|"BIHAR"|"236"|"Gaya"|"Total"|45.2|54.8|77.4|88.5
"10"|"BIHAR"|"236"|"Gaya"|"Rural"|40.3|59.7|85.2|93.9
"10"|"BIHAR"|"236"|"Gaya"|"Urban"|79.3|20.7|24.7|51.3
"10"|"BIHAR"|"237"|"Nawada"|"Total"|43.2|56.8|79.2|90.4
"10"|"BIHAR"|"237"|"Nawada"|"Rural"|39.7|60.3|84|93.9
"10"|"BIHAR"|"237"|"Nawada"|"Urban"|76.3|23.7|33.8|57.6
"10"|"BIHAR"|"238"|"Jamui"|"Total"|21.7|78.3|86.3|97
"10"|"BIHAR"|"238"|"Jamui"|"Rural"|18.7|81.3|89.3|97.7
"10"|"BIHAR"|"238"|"Jamui"|"Urban"|57|43|52.6|88.1
"10"|"BIHAR"|"239"|"Jehanabad "|"Total"|54.7|45.3|73.5|88.8
"10"|"BIHAR"|"239"|"Jehanabad "|"Rural"|51.6|48.4|79|92
"10"|"BIHAR"|"239"|"Jehanabad "|"Urban"|77|23|33.4|65.6
"10"|"BIHAR"|"240"|"Arwal"|"Total"|70.7|29.3|77.8|93.8
"10"|"BIHAR"|"240"|"Arwal"|"Rural"|69.7|30.3|78.8|94.1
"10"|"BIHAR"|"240"|"Arwal"|"Urban"|84|16|62.8|89
"11"|"SIKKIM"|"241"|"North  District"|"Total"|37.5|62.5|29.7|92.4
"11"|"SIKKIM"|"241"|"North  District"|"Rural"|32.8|67.2|31.9|92
"11"|"SIKKIM"|"241"|"North  District"|"Urban"|77|23|11.5|94.9
"11"|"SIKKIM"|"242"|"West District"|"Total"|36.2|63.8|21|94.4
"11"|"SIKKIM"|"242"|"West District"|"Rural"|34.9|65.1|21.4|95
"11"|"SIKKIM"|"242"|"West District"|"Urban"|66|34|12.1|80.6
"11"|"SIKKIM"|"243"|"South District"|"Total"|60.5|39.5|21|94.2
"11"|"SIKKIM"|"243"|"South District"|"Rural"|57.6|42.4|24.4|96.8
"11"|"SIKKIM"|"243"|"South District"|"Urban"|76|24|2.7|80.1
"11"|"SIKKIM"|"244"|"East District"|"Total"|58.4|41.6|14.4|75.9
"11"|"SIKKIM"|"244"|"East District"|"Rural"|38|62|21.3|94.4
"11"|"SIKKIM"|"244"|"East District"|"Urban"|81.1|18.9|6.6|55.3
"12"|"ARUNACHAL PRADESH"|"245"|"Tawang"|"Total"|40.2|59.8|49.9|96.4
"12"|"ARUNACHAL PRADESH"|"245"|"Tawang"|"Rural"|29|71|59.3|96.5
"12"|"ARUNACHAL PRADESH"|"245"|"Tawang"|"Urban"|95.7|4.3|4|95.8
"12"|"ARUNACHAL PRADESH"|"246"|"West Kameng"|"Total"|42.1|57.9|53.7|94.1
"12"|"ARUNACHAL PRADESH"|"246"|"West Kameng"|"Rural"|34.7|65.3|65.1|96
"12"|"ARUNACHAL PRADESH"|"246"|"West Kameng"|"Urban"|66.1|33.9|17|88.1
"12"|"ARUNACHAL PRADESH"|"247"|"East Kameng"|"Total"|19.4|80.6|73.2|95.6
"12"|"ARUNACHAL PRADESH"|"247"|"East Kameng"|"Rural"|10.4|89.6|84.5|99.4
"12"|"ARUNACHAL PRADESH"|"247"|"East Kameng"|"Urban"|47.9|52.1|37.4|83.6
"12"|"ARUNACHAL PRADESH"|"248"|"Papum Pare"|"Total"|59.1|40.9|28.1|79.9
"12"|"ARUNACHAL PRADESH"|"248"|"Papum Pare"|"Rural"|42.3|57.7|52.4|90.8
"12"|"ARUNACHAL PRADESH"|"248"|"Papum Pare"|"Urban"|70.5|29.5|11.4|72.5
"12"|"ARUNACHAL PRADESH"|"249"|"Upper Subansiri"|"Total"|24.8|75.2|71|96.2
"12"|"ARUNACHAL PRADESH"|"249"|"Upper Subansiri"|"Rural"|15.1|84.9|81.2|97.9
"12"|"ARUNACHAL PRADESH"|"249"|"Upper Subansiri"|"Urban"|73|27|19.9|86.9
"12"|"ARUNACHAL PRADESH"|"250"|"West Siang"|"Total"|47.3|52.7|43.5|94.7
"12"|"ARUNACHAL PRADESH"|"250"|"West Siang"|"Rural"|37.4|62.6|55.1|97.5
"12"|"ARUNACHAL PRADESH"|"250"|"West Siang"|"Urban"|77.2|22.8|8.7|86.5
"12"|"ARUNACHAL PRADESH"|"251"|"East Siang"|"Total"|39.3|60.7|50.9|96.6
"12"|"ARUNACHAL PRADESH"|"251"|"East Siang"|"Rural"|28.5|71.5|62|98
"12"|"ARUNACHAL PRADESH"|"251"|"East Siang"|"Urban"|61.8|38.2|28|93.8
"12"|"ARUNACHAL PRADESH"|"252"|"Upper Siang"|"Total"|35.3|64.7|63|93.5
"12"|"ARUNACHAL PRADESH"|"252"|"Upper Siang"|"Rural"|25|75|74.2|96.8
"12"|"ARUNACHAL PRADESH"|"252"|"Upper Siang"|"Urban"|73.4|26.6|22.1|80.9
"12"|"ARUNACHAL PRADESH"|"253"|"Changlang"|"Total"|42.4|57.6|66.5|98.1
"12"|"ARUNACHAL PRADESH"|"253"|"Changlang"|"Rural"|38.6|61.4|73.5|98.6
"12"|"ARUNACHAL PRADESH"|"253"|"Changlang"|"Urban"|65.2|34.8|22.7|94.6
"12"|"ARUNACHAL PRADESH"|"254"|"Tirap"|"Total"|25.6|74.4|61.8|96.1
"12"|"ARUNACHAL PRADESH"|"254"|"Tirap"|"Rural"|16.1|83.9|70.4|97.8
"12"|"ARUNACHAL PRADESH"|"254"|"Tirap"|"Urban"|62|38|29|89.7
"12"|"ARUNACHAL PRADESH"|"255"|"Lower Subansiri"|"Total"|51.5|48.5|43.9|90.8
"12"|"ARUNACHAL PRADESH"|"255"|"Lower Subansiri"|"Rural"|42.9|57.1|53.5|94.4
"12"|"ARUNACHAL PRADESH"|"255"|"Lower Subansiri"|"Urban"|85.6|14.4|6.6|77.1
"12"|"ARUNACHAL PRADESH"|"256"|"Kurung Kumey"|"Total"|10.6|89.4|87.7|98.3
"12"|"ARUNACHAL PRADESH"|"256"|"Kurung Kumey"|"Rural"|9.9|90.1|89.9|98.7
"12"|"ARUNACHAL PRADESH"|"256"|"Kurung Kumey"|"Urban"|29.9|70.1|26.6|87.7
"12"|"ARUNACHAL PRADESH"|"257"|"Dibang Valley"|"Total"|49.8|50.2|55.8|89.2
"12"|"ARUNACHAL PRADESH"|"257"|"Dibang Valley"|"Rural"|40.2|59.8|63.6|94.1
"12"|"ARUNACHAL PRADESH"|"257"|"Dibang Valley"|"Urban"|71.6|28.4|38|78.3
"12"|"ARUNACHAL PRADESH"|"258"|"Lower Dibang Valley"|"Total"|49.8|50.2|60.2|96.8
"12"|"ARUNACHAL PRADESH"|"258"|"Lower Dibang Valley"|"Rural"|42.4|57.6|70.5|97.5
"12"|"ARUNACHAL PRADESH"|"258"|"Lower Dibang Valley"|"Urban"|77.8|22.2|21.1|94.2
"12"|"ARUNACHAL PRADESH"|"259"|"Lohit"|"Total"|55.7|44.3|65.8|98.3
"12"|"ARUNACHAL PRADESH"|"259"|"Lohit"|"Rural"|49.9|50.1|75|99.1
"12"|"ARUNACHAL PRADESH"|"259"|"Lohit"|"Urban"|74.1|25.9|36.2|95.6
"12"|"ARUNACHAL PRADESH"|"260"|"Anjaw"|"Total"|31.3|68.7|77.3|97.6
"12"|"ARUNACHAL PRADESH"|"260"|"Anjaw"|"Rural"|30.3|69.7|78.4|99
"12"|"ARUNACHAL PRADESH"|"260"|"Anjaw"|"Urban"|64.2|35.8|42.5|49.2
"13"|"NAGALAND"|"261"|"Mon"|"Total"|19.4|80.6|65.7|97.5
"13"|"NAGALAND"|"261"|"Mon"|"Rural"|15.9|84.1|72.3|97.6
"13"|"NAGALAND"|"261"|"Mon"|"Urban"|41.6|58.4|22.8|96.5
"13"|"NAGALAND"|"262"|"Mokokchung"|"Total"|24|76|15.3|94.4
"13"|"NAGALAND"|"262"|"Mokokchung"|"Rural"|21.5|78.5|17.7|94.8
"13"|"NAGALAND"|"262"|"Mokokchung"|"Urban"|30.2|69.8|9.2|93.7
"13"|"NAGALAND"|"263"|"Zunheboto"|"Total"|18.9|81.1|52.3|97
"13"|"NAGALAND"|"263"|"Zunheboto"|"Rural"|15.9|84.1|56.2|97.9
"13"|"NAGALAND"|"263"|"Zunheboto"|"Urban"|34.7|65.3|31.6|92.3
"13"|"NAGALAND"|"264"|"Wokha"|"Total"|12.9|87.1|50.5|95.6
"13"|"NAGALAND"|"264"|"Wokha"|"Rural"|9.7|90.3|59.2|96.2
"13"|"NAGALAND"|"264"|"Wokha"|"Urban"|26.7|73.3|12.7|93
"13"|"NAGALAND"|"265"|"Dimapur "|"Total"|66.7|33.3|20.2|89.9
"13"|"NAGALAND"|"265"|"Dimapur "|"Rural"|51.2|48.8|32.8|94.3
"13"|"NAGALAND"|"265"|"Dimapur "|"Urban"|80.4|19.6|8.9|86
"13"|"NAGALAND"|"266"|"Phek"|"Total"|17.9|82.1|37.3|96.7
"13"|"NAGALAND"|"266"|"Phek"|"Rural"|14.4|85.6|40.9|96.7
"13"|"NAGALAND"|"266"|"Phek"|"Urban"|40.6|59.4|13.9|96.9
"13"|"NAGALAND"|"267"|"Tuensang"|"Total"|23.7|76.3|58.5|96.5
"13"|"NAGALAND"|"267"|"Tuensang"|"Rural"|21.6|78.4|65|97.2
"13"|"NAGALAND"|"267"|"Tuensang"|"Urban"|33.9|66.1|28.1|93.8
"13"|"NAGALAND"|"268"|"Longleng"|"Total"|2.4|97.6|63.5|97.9
"13"|"NAGALAND"|"268"|"Longleng"|"Rural"|2.8|97.2|70.1|98.5
"13"|"NAGALAND"|"268"|"Longleng"|"Urban"|0.1|99.9|25.3|94.7
"13"|"NAGALAND"|"269"|"Kiphire"|"Total"|14.7|85.3|62.1|98.3
"13"|"NAGALAND"|"269"|"Kiphire"|"Rural"|11.5|88.5|72.5|99
"13"|"NAGALAND"|"269"|"Kiphire"|"Urban"|27.7|72.3|19.1|95.7
"13"|"NAGALAND"|"270"|"Kohima"|"Total"|26.2|73.8|35|95.7
"13"|"NAGALAND"|"270"|"Kohima"|"Rural"|10.7|89.3|56.6|97.4
"13"|"NAGALAND"|"270"|"Kohima"|"Urban"|42.1|57.9|13|93.9
"13"|"NAGALAND"|"271"|"Peren"|"Total"|28.8|71.2|50.6|97.7
"13"|"NAGALAND"|"271"|"Peren"|"Rural"|23.2|76.8|53.2|97.9
"13"|"NAGALAND"|"271"|"Peren"|"Urban"|60.1|39.9|37|96.9
"14"|"MANIPUR"|"272"|"Senapati"|"Total"|12.4|87.6|56.3|96.2
"14"|"MANIPUR"|"272"|"Senapati"|"Rural"|12.1|87.9|56.9|96.2
"14"|"MANIPUR"|"272"|"Senapati"|"Urban"|26.6|73.4|25|92.9
"14"|"MANIPUR"|"273"|"Tamenglong "|"Total"|15.5|84.5|57.2|98.1
"14"|"MANIPUR"|"273"|"Tamenglong "|"Rural"|15.4|84.6|62.1|98.2
"14"|"MANIPUR"|"273"|"Tamenglong "|"Urban"|16.1|83.9|27.8|97.4
"14"|"MANIPUR"|"274"|"Churachandpur"|"Total"|16|84|39.2|96
"14"|"MANIPUR"|"274"|"Churachandpur"|"Rural"|14.1|85.9|41.1|96.5
"14"|"MANIPUR"|"274"|"Churachandpur"|"Urban"|44|56|12.8|88.6
"14"|"MANIPUR"|"275"|"Bishnupur"|"Total"|7.7|92.3|39.3|97.5
"14"|"MANIPUR"|"275"|"Bishnupur"|"Rural"|2.3|97.7|41|97.9
"14"|"MANIPUR"|"275"|"Bishnupur"|"Urban"|16.8|83.2|36.6|96.6
"14"|"MANIPUR"|"276"|"Thoubal"|"Total"|4.7|95.3|40.6|97.2
"14"|"MANIPUR"|"276"|"Thoubal"|"Rural"|2.6|97.4|42.9|97
"14"|"MANIPUR"|"276"|"Thoubal"|"Urban"|8.4|91.6|36.4|97.3
"14"|"MANIPUR"|"277"|"Imphal West"|"Total"|30.3|69.7|25.3|93.5
"14"|"MANIPUR"|"277"|"Imphal West"|"Rural"|8.6|91.4|39.5|96.9
"14"|"MANIPUR"|"277"|"Imphal West"|"Urban"|43.2|56.8|16.9|91.5
"14"|"MANIPUR"|"278"|"Imphal East"|"Total"|17.8|82.2|32.8|96.2
"14"|"MANIPUR"|"278"|"Imphal East"|"Rural"|5.6|94.4|42.8|97.2
"14"|"MANIPUR"|"278"|"Imphal East"|"Urban"|35.2|64.8|18.5|94.9
"14"|"MANIPUR"|"279"|"Ukhrul"|"Total"|10.5|89.5|41.6|96.3
"14"|"MANIPUR"|"279"|"Ukhrul"|"Rural"|6.7|93.3|44.9|96.3
"14"|"MANIPUR"|"279"|"Ukhrul"|"Urban"|34|66|20|96.1
"14"|"MANIPUR"|"280"|"Chandel"|"Total"|9.2|90.8|55.1|96.9
"14"|"MANIPUR"|"280"|"Chandel"|"Rural"|4.4|95.6|59.2|97.8
"14"|"MANIPUR"|"280"|"Chandel"|"Urban"|47.4|52.6|21.6|89.6
"15"|"MIZORAM"|"281"|"Mamit"|"Total"|13.8|86.2|38.6|92.7
"15"|"MIZORAM"|"281"|"Mamit"|"Rural"|8.4|91.6|43.4|93.8
"15"|"MIZORAM"|"281"|"Mamit"|"Urban"|37.8|62.2|17.1|88.3
"15"|"MIZORAM"|"282"|"Kolasib"|"Total"|27.4|72.6|21.1|92.4
"15"|"MIZORAM"|"282"|"Kolasib"|"Rural"|10.9|89.1|27.5|97.7
"15"|"MIZORAM"|"282"|"Kolasib"|"Urban"|40.5|59.5|16|88.3
"15"|"MIZORAM"|"283"|"Aizawl"|"Total"|50|50|8.4|77.7
"15"|"MIZORAM"|"283"|"Aizawl"|"Rural"|7.3|92.7|18.7|91.2
"15"|"MIZORAM"|"283"|"Aizawl"|"Urban"|61.3|38.7|5.7|74.1
"15"|"MIZORAM"|"284"|"Champhai"|"Total"|12|88|17.6|92.3
"15"|"MIZORAM"|"284"|"Champhai"|"Rural"|7.9|92.1|20|91.9
