"State Code"|"State Name"|"District Code"|"District Name"|"TRU"|"Water-in-premises"|"Water.out.premises"|"Unimproved.sanitation"|"Unsafe.drainage"
"07"|"NCT OF DELHI"|"093"|"East"|"Total"|90.8|9.2|11.2|39.2
"07"|"NCT OF DELHI"|"093"|"East"|"Rural"|99.8|0.2|2.1|1.9
"07"|"NCT OF DELHI"|"093"|"East"|"Urban"|90.8|9.2|11.3|39.3
"07"|"NCT OF DELHI"|"094"|"New Delhi"|"Total"|79|21|22.1|15.5
"07"|"NCT OF DELHI"|"094"|"New Delhi"|"Urban"|79|21|22.1|15.5
"07"|"NCT OF DELHI"|"095"|"Central"|"Total"|91.7|8.3|9.2|7
"07"|"NCT OF DELHI"|"095"|"Central"|"Urban"|91.7|8.3|9.2|7
"07"|"NCT OF DELHI"|"096"|"West"|"Total"|80.7|19.3|10.4|28.2
"07"|"NCT OF DELHI"|"096"|"West"|"Rural"|23.3|76.7|12.9|92.6
"07"|"NCT OF DELHI"|"096"|"West"|"Urban"|80.8|19.2|10.4|28.1
"07"|"NCT OF DELHI"|"097"|"South West"|"Total"|80.7|19.3|9.6|34.8
"07"|"NCT OF DELHI"|"097"|"South West"|"Rural"|70.6|29.4|12.9|86.8
"07"|"NCT OF DELHI"|"097"|"South West"|"Urban"|81.3|18.7|9.4|31.7
"07"|"NCT OF DELHI"|"098"|"South"|"Total"|76.1|23.9|12.7|40
"07"|"NCT OF DELHI"|"098"|"South"|"Rural"|80.2|19.8|9.7|46.6
"07"|"NCT OF DELHI"|"098"|"South"|"Urban"|76.1|23.9|12.7|39.9
"08"|"RAJASTHAN"|"099"|"Ganganagar "|"Total"|63.3|36.7|51.6|95.5
"08"|"RAJASTHAN"|"099"|"Ganganagar "|"Rural"|55.1|44.9|63.4|98
"08"|"RAJASTHAN"|"099"|"Ganganagar "|"Urban"|84.7|15.3|21.3|88.9
"08"|"RAJASTHAN"|"100"|"Hanumangarh "|"Total"|58.7|41.3|54|97.2
"08"|"RAJASTHAN"|"100"|"Hanumangarh "|"Rural"|51.3|48.7|62.3|98.5
"08"|"RAJASTHAN"|"100"|"Hanumangarh "|"Urban"|87.2|12.8|21.3|92.4
"08"|"RAJASTHAN"|"101"|"Bikaner"|"Total"|51.8|48.2|57.3|88.7
"08"|"RAJASTHAN"|"101"|"Bikaner"|"Rural"|31.4|68.6|76.9|98.6
"08"|"RAJASTHAN"|"101"|"Bikaner"|"Urban"|88.8|11.2|22.1|70.7
"08"|"RAJASTHAN"|"102"|"Churu "|"Total"|44.1|55.9|44.9|96.6
"08"|"RAJASTHAN"|"102"|"Churu "|"Rural"|27.9|72.1|56.4|98.6
"08"|"RAJASTHAN"|"102"|"Churu "|"Urban"|88.5|11.5|13.5|91.1
"08"|"RAJASTHAN"|"103"|"Jhunjhunun"|"Total"|49.9|50.1|46.6|95.1
"08"|"RAJASTHAN"|"103"|"Jhunjhunun"|"Rural"|42.3|57.7|54.5|96.7
"08"|"RAJASTHAN"|"103"|"Jhunjhunun"|"Urban"|77.9|22.1|17.8|89.2
"08"|"RAJASTHAN"|"104"|"Alwar"|"Total"|34.4|65.6|72.9|93.2
"08"|"RAJASTHAN"|"104"|"Alwar"|"Rural"|23.6|76.4|85.4|97.7
"08"|"RAJASTHAN"|"104"|"Alwar"|"Urban"|78.5|21.5|21.5|75.1
"08"|"RAJASTHAN"|"105"|"Bharatpur "|"Total"|24.5|75.5|80|96.2
"08"|"RAJASTHAN"|"105"|"Bharatpur "|"Rural"|13.6|86.4|92.5|98.4
"08"|"RAJASTHAN"|"105"|"Bharatpur "|"Urban"|67.6|32.4|31.4|87.4
"08"|"RAJASTHAN"|"106"|"Dhaulpur"|"Total"|21.1|78.9|84.2|95.2
"08"|"RAJASTHAN"|"106"|"Dhaulpur"|"Rural"|11.2|88.8|95.5|97.7
"08"|"RAJASTHAN"|"106"|"Dhaulpur"|"Urban"|60.3|39.7|39|85.2
"08"|"RAJASTHAN"|"107"|"Karauli "|"Total"|19.3|80.7|84.8|97.7
"08"|"RAJASTHAN"|"107"|"Karauli "|"Rural"|13.3|86.7|92|99
"08"|"RAJASTHAN"|"107"|"Karauli "|"Urban"|55|45|40.5|89.7
"08"|"RAJASTHAN"|"108"|"Sawai Madhopur "|"Total"|22.3|77.7|80.7|95.9
"08"|"RAJASTHAN"|"108"|"Sawai Madhopur "|"Rural"|11.1|88.9|91.6|98.2
"08"|"RAJASTHAN"|"108"|"Sawai Madhopur "|"Urban"|70.8|29.2|33.6|85.9
"08"|"RAJASTHAN"|"109"|"Dausa "|"Total"|20.6|79.4|83.5|97.4
"08"|"RAJASTHAN"|"109"|"Dausa "|"Rural"|13.4|86.6|91.1|98.4
"08"|"RAJASTHAN"|"109"|"Dausa "|"Urban"|73.7|26.3|27.6|90.2
"08"|"RAJASTHAN"|"110"|"Jaipur "|"Total"|55.5|44.5|40.1|64
"08"|"RAJASTHAN"|"110"|"Jaipur "|"Rural"|23.6|76.4|78.5|97.1
"08"|"RAJASTHAN"|"110"|"Jaipur "|"Urban"|80.5|19.5|10.3|38.1
"08"|"RAJASTHAN"|"111"|"Sikar"|"Total"|47.7|52.3|50.7|93.8
"08"|"RAJASTHAN"|"111"|"Sikar"|"Rural"|38.5|61.5|60.3|96.8
"08"|"RAJASTHAN"|"111"|"Sikar"|"Urban"|80.1|19.9|16.7|83.2
"08"|"RAJASTHAN"|"112"|"Nagaur"|"Total"|28.5|71.5|66.2|96.3
"08"|"RAJASTHAN"|"112"|"Nagaur"|"Rural"|20.6|79.4|73.9|97.9
"08"|"RAJASTHAN"|"112"|"Nagaur"|"Urban"|66.1|33.9|29.5|88.7
"08"|"RAJASTHAN"|"113"|"Jodhpur"|"Total"|39.2|60.8|61.4|74.5
"08"|"RAJASTHAN"|"113"|"Jodhpur"|"Rural"|15.4|84.6|86.7|96.5
"08"|"RAJASTHAN"|"113"|"Jodhpur"|"Urban"|85.2|14.8|12.2|31.8
"08"|"RAJASTHAN"|"114"|"Jaisalmer"|"Total"|13.8|86.2|77.1|96.9
"08"|"RAJASTHAN"|"114"|"Jaisalmer"|"Rural"|6|94|83.6|98.6
"08"|"RAJASTHAN"|"114"|"Jaisalmer"|"Urban"|64.4|35.6|34.4|85.7
"08"|"RAJASTHAN"|"115"|"Barmer "|"Total"|12.7|87.3|86.9|97.7
"08"|"RAJASTHAN"|"115"|"Barmer "|"Rural"|8.2|91.8|90.8|98.6
"08"|"RAJASTHAN"|"115"|"Barmer "|"Urban"|71.5|28.5|37.7|86
"08"|"RAJASTHAN"|"116"|"Jalor"|"Total"|35.4|64.6|85.9|97.1
"08"|"RAJASTHAN"|"116"|"Jalor"|"Rural"|31.3|68.7|89|97.7
"08"|"RAJASTHAN"|"116"|"Jalor"|"Urban"|81.8|18.2|51.8|89.7
"08"|"RAJASTHAN"|"117"|"Sirohi"|"Total"|37.3|62.7|73.5|93.5
"08"|"RAJASTHAN"|"117"|"Sirohi"|"Rural"|28.8|71.2|84|96.4
"08"|"RAJASTHAN"|"117"|"Sirohi"|"Urban"|70.5|29.5|32.1|81.8
"08"|"RAJASTHAN"|"118"|"Pali "|"Total"|35|65|74.4|93.5
"08"|"RAJASTHAN"|"118"|"Pali "|"Rural"|25|75|81.5|95.6
"08"|"RAJASTHAN"|"118"|"Pali "|"Urban"|74.1|25.9|46.1|85.2
"08"|"RAJASTHAN"|"119"|"Ajmer"|"Total"|40.1|59.9|58.6|85.6
"08"|"RAJASTHAN"|"119"|"Ajmer"|"Rural"|11.9|88.1|86.3|96.1
"08"|"RAJASTHAN"|"119"|"Ajmer"|"Urban"|84.1|15.9|15.7|69.4
"08"|"RAJASTHAN"|"120"|"Tonk "|"Total"|20.2|79.8|82.7|92.9
"08"|"RAJASTHAN"|"120"|"Tonk "|"Rural"|8.5|91.5|93.5|96.2
"08"|"RAJASTHAN"|"120"|"Tonk "|"Urban"|67|33|40|79.3
"08"|"RAJASTHAN"|"121"|"Bundi "|"Total"|27.6|72.4|82.3|94.2
"08"|"RAJASTHAN"|"121"|"Bundi "|"Rural"|16.6|83.4|92.1|96.6
"08"|"RAJASTHAN"|"121"|"Bundi "|"Urban"|73.5|26.5|41.5|84.3
"08"|"RAJASTHAN"|"122"|"Bhilwara"|"Total"|27.3|72.7|77.1|85.2
"08"|"RAJASTHAN"|"122"|"Bhilwara"|"Rural"|17.5|82.5|90|92.5
"08"|"RAJASTHAN"|"122"|"Bhilwara"|"Urban"|66.3|33.7|26.1|56.4
"08"|"RAJASTHAN"|"123"|"Rajsamand"|"Total"|28.6|71.4|80.8|91
"08"|"RAJASTHAN"|"123"|"Rajsamand"|"Rural"|21.2|78.8|89|94.4
"08"|"RAJASTHAN"|"123"|"Rajsamand"|"Urban"|72.1|27.9|32.7|70.8
"08"|"RAJASTHAN"|"124"|"Dungarpur "|"Total"|18.4|81.6|86.8|96.8
"08"|"RAJASTHAN"|"124"|"Dungarpur "|"Rural"|14.8|85.2|91.1|98.5
"08"|"RAJASTHAN"|"124"|"Dungarpur "|"Urban"|70.1|29.9|26.9|73.9
"08"|"RAJASTHAN"|"125"|"Banswara "|"Total"|15.5|84.5|87.8|95.1
"08"|"RAJASTHAN"|"125"|"Banswara "|"Rural"|10.5|89.5|93.3|98
"08"|"RAJASTHAN"|"125"|"Banswara "|"Urban"|78.9|21.1|17.8|58.4
"08"|"RAJASTHAN"|"126"|"Chittaurgarh "|"Total"|29.6|70.4|79.5|86.6
"08"|"RAJASTHAN"|"126"|"Chittaurgarh "|"Rural"|20.9|79.1|90.5|91.3
"08"|"RAJASTHAN"|"126"|"Chittaurgarh "|"Urban"|69.8|30.2|28.1|64.6
"08"|"RAJASTHAN"|"127"|"Kota "|"Total"|58.1|41.9|51.5|74.9
"08"|"RAJASTHAN"|"127"|"Kota "|"Rural"|22.4|77.6|88.2|95.1
"08"|"RAJASTHAN"|"127"|"Kota "|"Urban"|81.3|18.7|27.7|61.8
"08"|"RAJASTHAN"|"128"|"Baran "|"Total"|25.3|74.7|83.6|93.4
"08"|"RAJASTHAN"|"128"|"Baran "|"Rural"|15.4|84.6|92.9|96.6
"08"|"RAJASTHAN"|"128"|"Baran "|"Urban"|64.3|35.7|46.9|81.2
"08"|"RAJASTHAN"|"129"|"Jhalawar"|"Total"|17.6|82.4|83.9|92.8
"08"|"RAJASTHAN"|"129"|"Jhalawar"|"Rural"|8.3|91.7|93.1|96.3
"08"|"RAJASTHAN"|"129"|"Jhalawar"|"Urban"|67.3|32.7|34.9|73.8
"08"|"RAJASTHAN"|"130"|"Udaipur"|"Total"|26.1|73.9|75.8|90.2
"08"|"RAJASTHAN"|"130"|"Udaipur"|"Rural"|12|88|91|97.5
"08"|"RAJASTHAN"|"130"|"Udaipur"|"Urban"|83.9|16.1|14.1|60.5
"08"|"RAJASTHAN"|"131"|"Pratapgarh "|"Total"|12.3|87.7|88.8|94.4
"08"|"RAJASTHAN"|"131"|"Pratapgarh "|"Rural"|7.6|92.4|94.1|97.6
"08"|"RAJASTHAN"|"131"|"Pratapgarh "|"Urban"|65.5|34.5|30.2|57.8
"09"|"UTTAR PRADESH"|"132"|"Saharanpur"|"Total"|69.4|30.6|45.1|88.5
"09"|"UTTAR PRADESH"|"132"|"Saharanpur"|"Rural"|59.7|40.3|60.4|94.1
"09"|"UTTAR PRADESH"|"132"|"Saharanpur"|"Urban"|90.7|9.3|11.7|76.2
"09"|"UTTAR PRADESH"|"133"|"Muzaffarnagar"|"Total"|70.2|29.8|37.9|90.7
"09"|"UTTAR PRADESH"|"133"|"Muzaffarnagar"|"Rural"|62.9|37.1|49.2|94
"09"|"UTTAR PRADESH"|"133"|"Muzaffarnagar"|"Urban"|87.7|12.3|11|82.7
"09"|"UTTAR PRADESH"|"134"|"Bijnor"|"Total"|70.4|29.6|44.8|90.6
"09"|"UTTAR PRADESH"|"134"|"Bijnor"|"Rural"|66.1|33.9|55|93.3
"09"|"UTTAR PRADESH"|"134"|"Bijnor"|"Urban"|84.1|15.9|12.3|82
"09"|"UTTAR PRADESH"|"135"|"Moradabad"|"Total"|82.9|17.1|47.3|89.2
"09"|"UTTAR PRADESH"|"135"|"Moradabad"|"Rural"|78|22|64.3|94.8
"09"|"UTTAR PRADESH"|"135"|"Moradabad"|"Urban"|92.8|7.2|13.5|78.1
"09"|"UTTAR PRADESH"|"136"|"Rampur"|"Total"|86.7|13.3|43.1|89.5
"09"|"UTTAR PRADESH"|"136"|"Rampur"|"Rural"|83.9|16.1|53.6|94.7
"09"|"UTTAR PRADESH"|"136"|"Rampur"|"Urban"|94.8|5.2|13.1|74.8
"09"|"UTTAR PRADESH"|"137"|"Jyotiba Phule Nagar"|"Total"|80.1|19.9|52.6|92.3
"09"|"UTTAR PRADESH"|"137"|"Jyotiba Phule Nagar"|"Rural"|76.3|23.7|65.3|95.2
"09"|"UTTAR PRADESH"|"137"|"Jyotiba Phule Nagar"|"Urban"|91.6|8.4|14.2|83.5
"09"|"UTTAR PRADESH"|"138"|"Meerut"|"Total"|82.7|17.3|33|83.5
"09"|"UTTAR PRADESH"|"138"|"Meerut"|"Rural"|73.9|26.1|51.7|95.4
"09"|"UTTAR PRADESH"|"138"|"Meerut"|"Urban"|90.5|9.5|16.3|72.9
"09"|"UTTAR PRADESH"|"139"|"Baghpat"|"Total"|46.7|53.3|37.4|92
"09"|"UTTAR PRADESH"|"139"|"Baghpat"|"Rural"|40.8|59.2|43.1|94.9
"09"|"UTTAR PRADESH"|"139"|"Baghpat"|"Urban"|68.4|31.6|16.5|81.3
"09"|"UTTAR PRADESH"|"140"|"Ghaziabad"|"Total"|81.9|18.1|18.3|71.8
"09"|"UTTAR PRADESH"|"140"|"Ghaziabad"|"Rural"|79.5|20.5|44.1|93.9
"09"|"UTTAR PRADESH"|"140"|"Ghaziabad"|"Urban"|82.9|17.1|7.6|62.6
"09"|"UTTAR PRADESH"|"141"|"Gautam Buddha Nagar"|"Total"|84.4|15.6|23.8|62.3
"09"|"UTTAR PRADESH"|"141"|"Gautam Buddha Nagar"|"Rural"|78.6|21.4|50.2|91.2
"09"|"UTTAR PRADESH"|"141"|"Gautam Buddha Nagar"|"Urban"|87.4|12.6|10|47.1
"09"|"UTTAR PRADESH"|"142"|"Bulandshahr "|"Total"|77.4|22.6|58.9|93.3
"09"|"UTTAR PRADESH"|"142"|"Bulandshahr "|"Rural"|73.4|26.6|71.5|96.2
"09"|"UTTAR PRADESH"|"142"|"Bulandshahr "|"Urban"|89.3|10.7|19.8|84.4
"09"|"UTTAR PRADESH"|"143"|"Aligarh"|"Total"|61.9|38.1|60.1|92.2
"09"|"UTTAR PRADESH"|"143"|"Aligarh"|"Rural"|55.6|44.4|79.9|95.7
"09"|"UTTAR PRADESH"|"143"|"Aligarh"|"Urban"|74.7|25.3|19.6|85.2
"09"|"UTTAR PRADESH"|"144"|"Mahamaya Nagar"|"Total"|46.1|53.9|73.2|93.4
"09"|"UTTAR PRADESH"|"144"|"Mahamaya Nagar"|"Rural"|38.5|61.5|84.4|96.2
"09"|"UTTAR PRADESH"|"144"|"Mahamaya Nagar"|"Urban"|74.3|25.7|30.7|83.1
"09"|"UTTAR PRADESH"|"145"|"Mathura"|"Total"|47.2|52.8|64.7|91.8
"09"|"UTTAR PRADESH"|"145"|"Mathura"|"Rural"|36|64|81.2|96.2
"09"|"UTTAR PRADESH"|"145"|"Mathura"|"Urban"|74.4|25.6|24.7|81.2
"09"|"UTTAR PRADESH"|"146"|"Agra"|"Total"|45.7|54.3|56|83.9
"09"|"UTTAR PRADESH"|"146"|"Agra"|"Rural"|22.8|77.2|84.5|95.3
"09"|"UTTAR PRADESH"|"146"|"Agra"|"Urban"|73.1|26.9|21.7|70.2
"09"|"UTTAR PRADESH"|"147"|"Firozabad"|"Total"|33.4|66.6|66.1|92.3
"09"|"UTTAR PRADESH"|"147"|"Firozabad"|"Rural"|20.6|79.4|89.3|95.8
"09"|"UTTAR PRADESH"|"147"|"Firozabad"|"Urban"|58.2|41.8|20.9|85.5
"09"|"UTTAR PRADESH"|"148"|"Mainpuri"|"Total"|41.3|58.7|78.1|92.8
"09"|"UTTAR PRADESH"|"148"|"Mainpuri"|"Rural"|35.3|64.7|87.6|95.1
"09"|"UTTAR PRADESH"|"148"|"Mainpuri"|"Urban"|73.5|26.5|27|80.8
"09"|"UTTAR PRADESH"|"149"|"Budaun"|"Total"|71|29|77.4|96
"09"|"UTTAR PRADESH"|"149"|"Budaun"|"Rural"|67.7|32.3|85.9|97.5
"09"|"UTTAR PRADESH"|"149"|"Budaun"|"Urban"|86.2|13.8|38.4|89
"09"|"UTTAR PRADESH"|"150"|"Bareilly"|"Total"|86.6|13.4|43.8|86.4
"09"|"UTTAR PRADESH"|"150"|"Bareilly"|"Rural"|82|18|61|94.4
"09"|"UTTAR PRADESH"|"150"|"Bareilly"|"Urban"|94.8|5.2|13.4|72.4
"09"|"UTTAR PRADESH"|"151"|"Pilibhit"|"Total"|82.6|17.4|58.8|91.7
"09"|"UTTAR PRADESH"|"151"|"Pilibhit"|"Rural"|80|20|68.2|95.1
"09"|"UTTAR PRADESH"|"151"|"Pilibhit"|"Urban"|94.8|5.2|15.7|76
"09"|"UTTAR PRADESH"|"152"|"Shahjahanpur"|"Total"|71.1|28.9|66.6|91.5
"09"|"UTTAR PRADESH"|"152"|"Shahjahanpur"|"Rural"|66.6|33.4|76.2|94.7
"09"|"UTTAR PRADESH"|"152"|"Shahjahanpur"|"Urban"|90.1|9.9|26.1|78.2
"09"|"UTTAR PRADESH"|"153"|"Kheri"|"Total"|61|39|76.9|95.7
"09"|"UTTAR PRADESH"|"153"|"Kheri"|"Rural"|57.9|42.1|83.3|96.6
"09"|"UTTAR PRADESH"|"153"|"Kheri"|"Urban"|85.3|14.7|26.2|88.4
"09"|"UTTAR PRADESH"|"154"|"Sitapur"|"Total"|44.2|55.8|83.4|92.8
"09"|"UTTAR PRADESH"|"154"|"Sitapur"|"Rural"|40.1|59.9|89.7|94.9
"09"|"UTTAR PRADESH"|"154"|"Sitapur"|"Urban"|79|21|30.5|75.2
"09"|"UTTAR PRADESH"|"155"|"Hardoi"|"Total"|50.9|49.1|78.6|92.4
"09"|"UTTAR PRADESH"|"155"|"Hardoi"|"Rural"|47.4|52.6|84.9|94.1
"09"|"UTTAR PRADESH"|"155"|"Hardoi"|"Urban"|75.8|24.2|34.7|80.7
"09"|"UTTAR PRADESH"|"156"|"Unnao"|"Total"|37.1|62.9|76.6|86.5
"09"|"UTTAR PRADESH"|"156"|"Unnao"|"Rural"|30.9|69.1|85.4|88.6
"09"|"UTTAR PRADESH"|"156"|"Unnao"|"Urban"|69.4|30.6|30.8|76.3
"09"|"UTTAR PRADESH"|"157"|"Lucknow"|"Total"|61.2|38.8|35.7|65.4
"09"|"UTTAR PRADESH"|"157"|"Lucknow"|"Rural"|22.7|77.3|79.9|88.7
"09"|"UTTAR PRADESH"|"157"|"Lucknow"|"Urban"|80.5|19.5|13.7|53.7
"09"|"UTTAR PRADESH"|"158"|"Rae Bareli"|"Total"|28.1|71.9|82.9|91
"09"|"UTTAR PRADESH"|"158"|"Rae Bareli"|"Rural"|25|75|87.8|93.3
"09"|"UTTAR PRADESH"|"158"|"Rae Bareli"|"Urban"|62.3|37.7|29.9|67.5
"09"|"UTTAR PRADESH"|"159"|"Farrukhabad"|"Total"|35.2|64.8|67|87.6
"09"|"UTTAR PRADESH"|"159"|"Farrukhabad"|"Rural"|30.8|69.2|79.2|92
"09"|"UTTAR PRADESH"|"159"|"Farrukhabad"|"Urban"|50.4|49.6|24.1|72.4
"09"|"UTTAR PRADESH"|"160"|"Kannauj"|"Total"|25.9|74.1|71.9|89.7
"09"|"UTTAR PRADESH"|"160"|"Kannauj"|"Rural"|19.9|80.1|80.7|93
"09"|"UTTAR PRADESH"|"160"|"Kannauj"|"Urban"|55.9|44.1|27.3|73.3
"09"|"UTTAR PRADESH"|"161"|"Etawah"|"Total"|33.5|66.5|67.8|89.3
"09"|"UTTAR PRADESH"|"161"|"Etawah"|"Rural"|22.1|77.9|81.3|91.7
"09"|"UTTAR PRADESH"|"161"|"Etawah"|"Urban"|73.1|26.9|20.7|80.6
"09"|"UTTAR PRADESH"|"162"|"Auraiya"|"Total"|34.5|65.5|72.1|91.2
"09"|"UTTAR PRADESH"|"162"|"Auraiya"|"Rural"|27.9|72.1|81.2|93.2
"09"|"UTTAR PRADESH"|"162"|"Auraiya"|"Urban"|68|32|25.6|80.8
"09"|"UTTAR PRADESH"|"163"|"Kanpur Dehat"|"Total"|26|74|74.3|90.6
"09"|"UTTAR PRADESH"|"163"|"Kanpur Dehat"|"Rural"|21.9|78.1|78.3|91.9
"09"|"UTTAR PRADESH"|"163"|"Kanpur Dehat"|"Urban"|66.9|33.1|34.4|78.4
"09"|"UTTAR PRADESH"|"164"|"Kanpur Nagar"|"Total"|50.6|49.4|38.1|58.7
"09"|"UTTAR PRADESH"|"164"|"Kanpur Nagar"|"Rural"|18.9|81.1|77.7|87.1
"09"|"UTTAR PRADESH"|"164"|"Kanpur Nagar"|"Urban"|68.1|31.9|16.5|42.9
"09"|"UTTAR PRADESH"|"165"|"Jalaun "|"Total"|37.6|62.4|61.8|86.7
"09"|"UTTAR PRADESH"|"165"|"Jalaun "|"Rural"|26.6|73.4|73.6|86.5
"09"|"UTTAR PRADESH"|"165"|"Jalaun "|"Urban"|71.3|28.7|25.5|87.4
"09"|"UTTAR PRADESH"|"166"|"Jhansi"|"Total"|37.8|62.2|60.3|85.7
"09"|"UTTAR PRADESH"|"166"|"Jhansi"|"Rural"|20.1|79.9|80.4|90.7
"09"|"UTTAR PRADESH"|"166"|"Jhansi"|"Urban"|64.4|35.6|30.2|78.2
"09"|"UTTAR PRADESH"|"167"|"Lalitpur"|"Total"|17|83|81.7|92.7
"09"|"UTTAR PRADESH"|"167"|"Lalitpur"|"Rural"|10.3|89.7|89.2|94.3
"09"|"UTTAR PRADESH"|"167"|"Lalitpur"|"Urban"|56.7|43.3|37.6|82.7
"09"|"UTTAR PRADESH"|"168"|"Hamirpur"|"Total"|22.5|77.5|68.6|91.5
"09"|"UTTAR PRADESH"|"168"|"Hamirpur"|"Rural"|13.2|86.8|76.4|93.7
"09"|"UTTAR PRADESH"|"168"|"Hamirpur"|"Urban"|65|35|32.6|81.6
"09"|"UTTAR PRADESH"|"169"|"Mahoba"|"Total"|12.2|87.8|75.3|92.9
"09"|"UTTAR PRADESH"|"169"|"Mahoba"|"Rural"|7|93|83|94.9
"09"|"UTTAR PRADESH"|"169"|"Mahoba"|"Urban"|32.1|67.9|46.2|85.3
"09"|"UTTAR PRADESH"|"170"|"Banda"|"Total"|20.9|79.1|73.3|89.6
"09"|"UTTAR PRADESH"|"170"|"Banda"|"Rural"|13.3|86.7|81.3|93.1
"09"|"UTTAR PRADESH"|"170"|"Banda"|"Urban"|62.8|37.2|29.1|70.1
"09"|"UTTAR PRADESH"|"171"|"Chitrakoot"|"Total"|15.7|84.3|84.2|89.6
"09"|"UTTAR PRADESH"|"171"|"Chitrakoot"|"Rural"|11.4|88.6|88.9|91.4
"09"|"UTTAR PRADESH"|"171"|"Chitrakoot"|"Urban"|54.5|45.5|42|72.5
"09"|"UTTAR PRADESH"|"172"|"Fatehpur"|"Total"|18.7|81.3|76.5|90.5
"09"|"UTTAR PRADESH"|"172"|"Fatehpur"|"Rural"|12.5|87.5|82.9|91.6
"09"|"UTTAR PRADESH"|"172"|"Fatehpur"|"Urban"|65|35|29.8|82.8
"09"|"UTTAR PRADESH"|"173"|"Pratapgarh"|"Total"|29.1|70.9|87.1|94.9
"09"|"UTTAR PRADESH"|"173"|"Pratapgarh"|"Rural"|27.3|72.7|89.7|95.9
"09"|"UTTAR PRADESH"|"173"|"Pratapgarh"|"Urban"|61.3|38.7|36.7|76.2
"09"|"UTTAR PRADESH"|"174"|"Kaushambi"|"Total"|12.2|87.8|84.7|89.8
"09"|"UTTAR PRADESH"|"174"|"Kaushambi"|"Rural"|9.6|90.4|87.5|90.6
"09"|"UTTAR PRADESH"|"174"|"Kaushambi"|"Urban"|42.5|57.5|50.8|79.6
"09"|"UTTAR PRADESH"|"175"|"Allahabad "|"Total"|35.9|64.1|70.4|85.5
"09"|"UTTAR PRADESH"|"175"|"Allahabad "|"Rural"|23.1|76.9|85.8|95.2
"09"|"UTTAR PRADESH"|"175"|"Allahabad "|"Urban"|80.2|19.8|17.5|52.4
"09"|"UTTAR PRADESH"|"176"|"Bara Banki"|"Total"|46.6|53.4|83.3|87.8
"09"|"UTTAR PRADESH"|"176"|"Bara Banki"|"Rural"|43.4|56.6|88.3|89.9
"09"|"UTTAR PRADESH"|"176"|"Bara Banki"|"Urban"|77.1|22.9|34.1|68.4
"09"|"UTTAR PRADESH"|"177"|"Faizabad"|"Total"|55|45|78.1|85.7
"09"|"UTTAR PRADESH"|"177"|"Faizabad"|"Rural"|50.7|49.3|86.5|89.3
"09"|"UTTAR PRADESH"|"177"|"Faizabad"|"Urban"|82.9|17.1|24.6|62.2
"09"|"UTTAR PRADESH"|"178"|"Ambedkar Nagar"|"Total"|48|52|82.8|91
"09"|"UTTAR PRADESH"|"178"|"Ambedkar Nagar"|"Rural"|44.7|55.3|87.3|92.5
"09"|"UTTAR PRADESH"|"178"|"Ambedkar Nagar"|"Urban"|72.9|27.1|49.1|80.1
"09"|"UTTAR PRADESH"|"179"|"Sultanpur"|"Total"|36.2|63.8|84.9|92.2
"09"|"UTTAR PRADESH"|"179"|"Sultanpur"|"Rural"|34.2|65.8|88|94.2
"09"|"UTTAR PRADESH"|"179"|"Sultanpur"|"Urban"|72.5|27.5|28.3|55.2
"09"|"UTTAR PRADESH"|"180"|"Bahraich"|"Total"|54.9|45.1|85.2|95.4
"09"|"UTTAR PRADESH"|"180"|"Bahraich"|"Rural"|52.1|47.9|90.3|96.8
"09"|"UTTAR PRADESH"|"180"|"Bahraich"|"Urban"|89|11|23.5|78.6
"09"|"UTTAR PRADESH"|"181"|"Shrawasti"|"Total"|51.9|48.1|89.1|97.2
"09"|"UTTAR PRADESH"|"181"|"Shrawasti"|"Rural"|51|49|90.8|97.9
"09"|"UTTAR PRADESH"|"181"|"Shrawasti"|"Urban"|77.6|22.4|38.2|74.1
"09"|"UTTAR PRADESH"|"182"|"Balrampur"|"Total"|59.6|40.4|85.8|94.7
"09"|"UTTAR PRADESH"|"182"|"Balrampur"|"Rural"|57.2|42.8|90.5|96.3
"09"|"UTTAR PRADESH"|"182"|"Balrampur"|"Urban"|87.3|12.7|30|75.9
"09"|"UTTAR PRADESH"|"183"|"Gonda"|"Total"|53.8|46.2|88.4|93.1
"09"|"UTTAR PRADESH"|"183"|"Gonda"|"Rural"|51.3|48.7|92.7|94.7
"09"|"UTTAR PRADESH"|"183"|"Gonda"|"Urban"|89.3|10.7|25.1|69.7
"09"|"UTTAR PRADESH"|"184"|"Siddharthnagar"|"Total"|46.2|53.8|88|94.1
"09"|"UTTAR PRADESH"|"184"|"Siddharthnagar"|"Rural"|44.9|55.1|90.3|95.2
"09"|"UTTAR PRADESH"|"184"|"Siddharthnagar"|"Urban"|66.1|33.9|54.7|77
"09"|"UTTAR PRADESH"|"185"|"Basti"|"Total"|50.9|49.1|84.5|91.7
"09"|"UTTAR PRADESH"|"185"|"Basti"|"Rural"|49.2|50.8|87.9|93
"09"|"UTTAR PRADESH"|"185"|"Basti"|"Urban"|80.8|19.2|29.7|68
"09"|"UTTAR PRADESH"|"186"|"Sant Kabir Nagar"|"Total"|50.4|49.6|86.2|91.7
"09"|"UTTAR PRADESH"|"186"|"Sant Kabir Nagar"|"Rural"|48.9|51.1|88.7|92.5
"09"|"UTTAR PRADESH"|"186"|"Sant Kabir Nagar"|"Urban"|70|30|52|82.2
